beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,3/5,6/10,16/20,1200614400,Bier brauen,"Pours the color of dark brown sugar with a thick head.  An opaque, ruddy appearance.  A thick head that rises like dough resting of a warm shelf.  Malty taste with a finish approaching a dry wine.  The 9% ABV gives a good warming effect, though its not a huge body ale like some other warming brews.  Very nice."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,15/20,1200614400,Haslinger,"UPDATED: JAN 19, 2008 Very good nose. Pours dark with a HUGE head. Tasty, incredibly smooth, Completely up to par with the quality I have come to expect from the Belgian monks. Would definitely buy again. My younger brother who doesnt ever drink beer ever loves this. He said its the first beer he have ever tasted that he ""would drink out by choice."""
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,3/5,8/10,17/20,1200441600,mixinnixon2000,vary good belgum strong.  it has a mighty smooth tase that if vary good. I enjoy this beer every time I have it
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,8/10,4/5,9/10,18/20,1200441600,kennydiaz,"UPDATED: DEC 23, 2008 I LOVE THIS BEER. IT SHOULD BE ENJOYED SLIGHTLY CHILLED IN ITS OWN SPECIAL GLASS OR SIFTER. IT HAS A DARK COLOR. THE TASTE IS A LITTLE FLOWERY WITH A PLEASANT AFTERTASTE. STRONG ALCOHOL CONTENT ONE OF MY FAVORITES AMONG THE BEST AVAILABLE BEERS IN NY AREA."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,3/5,9/10,16/20,1312675200,scottw86,"Poured a dark brownish color with a foamy off-white head.  Aroma is a bit fruity with lots of yeast and some caramel.  Raisins and brown sugar too.  Taste is smooth and not too thick with lots of fruit and raisins.  Yeast flavors give it a slightly creamy texture.  Alcohol is pretty well hidden, but there is a slight warming sensation in the finish.  Overall pretty sweet.  Good stuff."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,9/10,4/5,9/10,17/20,1312675200,annunz123,"Since 3000 people have already reviewed it, Ill spare you a flavor analysis.  But I will say this: there are beers as good as Chimay, and maybe even a few that are a tiny bit better.  But when you factor in availability (you can get it in almost any high-end liquor store, at least here in New England) and price (at 10 to 12 bucks, its about the same as a very mediocre bottle of wine), Chimay Bleue and its white-label cousin might be the best beers in the world right now."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,8/10,4/5,8/10,17/20,1312675200,joe19612,"Bottle 75 cl. Pours a deep plum colour with a thin white head, the aroma is malty with plenty of fruit and some spice, the taste is also malty with fruit., with a smooth finish."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,5/5,8/10,18/20,1312588800,tympanic,"Well, its the finest of the three Chimayss Ive done had.  The fizziness is business but the bubble is subtle.  Pours scrumptiously into a Chimay tulip glass and down my throat, but not often, because Im broke as hell."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,7/10,16/20,1312243200,ryanfolty,"Date: August 2, 2011 Mode: Bottle Source: Discount Liquor, Waukesha, WI Appearance: Opaque brown and large amount of off-white head. Aroma: Sweet, raisin, yeast. Flavor: Consistent with aroma, some carbonation, medium bodied and mild alcohol in the finish. Other: Pretty good, but rating suffered a little because the alcohol finish was a little too much for me."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,6/10,4/5,8/10,17/20,1312243200,sseb69,"Bouteille330 ml. 9%. Couleur brune ambre, brouille. Mousse beige-blanche abondante et grande effeverscence. Arme complexe de malt caramel, un peu dcorce dorange, un peu de fruits rouge mrs. En bouche, notes de prunes noires, malt, un peu de levure et un peu de fruits mrs. Trs bonne."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,8/10,3/5,8/10,17/20,1312156800,mattphilips,"Belga Srk Hza, Budapest. Kzepesen stt vrsesbarna szne van s nem tl nagy, nem is kitart piszkosfehr habja. Illata gymlcss, aszalt s friss gymlcsk egyszerre kivehetk, kztk a krte taln a legersebb, valamint belga leszt s alkohol is rzdik. A gymlcss s enyhn pikns, fszeres dessg utn lgyan rkezik a visszafogottan keser, szintn gymlcss rzet koml, de az leszt s az alkohol itt is rezhet, utbbi ze egyltaln nem rontja el, inkbb egy elsrang digestive itall teszi, amit igazbl brmikor jlesik elkortyolgatni."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,17/20,1312070400,dfinney23,"Grande indeed. Aroma of raisins and caramelized sugar. Taste is less sweet, bringing in some hop bitterness. Excellent balance and complexity."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,9/10,4/5,9/10,18/20,1200355200,sandollor,"UPDATED: MAR 24, 2009 A great Monk beer that has such a wonderful full body flavor that puts just about all other beers to shame. A lite smokey scent with a great deal of fruits with a muddy pour and a darker head. My only problem s which is better Chimays blue or red label?"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,7/10,16/20,1200268800,moseslikesbeer,bottle. this stuff is very unique to me. strong flavor and its kind of like wine. light malty flavor and yeasty. very muddy clarity and very bottle conditioned. your not going to drink a lot of these at one time and I think thats the idea.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,9/10,5/5,9/10,17/20,1200268800,afireinside96,"bottle. pours a dark ruby color with a thin orange head. lots of sediment floating around even though I took care not to disturb it. smells of fruit, mainly apple, cherry, and raisin, also hints of coriander and smoke. fruity and slightly bitter this beer is nearly a sensory overload. delicious but not really the type of beer that you can drink more than one of at a time."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,9/10,4/5,9/10,17/20,1200268800,bassbuckeye,Beautiful color and flavor... carmel and plum.  Hurts the old pocket book though otherwise would drink it regularly.  One of my favorites so far.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,8/10,4/5,9/10,17/20,1200268800,leeburg,"UPDATED: APR 28, 2010 Had this a few times now and I think it deserves a nudge upward.  Just tried it out of the 25cl bottle at Zephyr in Juneau and really dug the yeast chunks, the belgian sugary mildness but with the extra alcoholic kick at the end.  Belgian ales are not astounding me as they once were, but the quads like this one are still awesome."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,5/5,8/10,17/20,1200182400,Bungalo22,"Very, very nice. Pours to a very full body. Smells of caramel and alcohol. A little resin in the glass. I just wish I could afford it every evening."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,9/10,4/5,8/10,16/20,1200096000,gam,"Dark amber colour, large head a tan colour,hazy,aroma vanilla,malty,toffee,sweet and very nice.Flavour,tangy,toffee caramel,bitter,apple.Finish dry and sweet but oh so mellow.Cover of froth still good and good carb,a true beer."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,3/5,7/10,15/20,1200009600,hillfiiiiire,"Poured with little light penetrating and a nice bubbly off-white head.  Smells raisiny with alcohol, and the alcohol comes through in the flavor along with caramel, fruits and a slightly bitter and very dry finish.  Its alright."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,6/10,3/5,7/10,14/20,1199923200,AmEricanbrew,"1.5L magnum from 2000. Shared with company on new years eve 2004. Champagne like pop of the cork. Hazy chestnut color with a tan head. Musky, wood cork smell. Light to medium bodied. Nice carbonation. The taste mirrors the smell with the oak / cork flavor.This brew didnt age as well as Id expected. Still not bad, though"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,18/20,1199750400,scoobysnak,"Almost no light shines through. Heavy sediment floating around, good lacing a the head starts large then dissipates to a 1/4 inch. Smells doughy with raisin notes and a light alcoholic lingering. Very sweet, good yeast and malty flavor. Probably my new favorite Belgian Strong Ale. Delicious."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,8/10,4/5,8/10,17/20,1199750400,toddbates,"I tasted 3 of the chimays at the same time and this was the best by far. good aroma, smooth and with a slight fruity, nutty, caramel undertones"
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,8/10,18/20,1199750400,Fantomasus,"Looks, smells, and tastes like a well crafted Belgian Strong. It is. Much more comment worthy is its drinkability. Smoothe, balanced, deep without being complicated. One of the best. Please enjoy."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,7/10,4/5,8/10,18/20,1199664000,SuperDave,"My first Chimay, poured from a small bottle into a glass.  Dark amberish in color, with a thin light head, followed with some lacing.  Aroma isnt too distinct at first, but comes out as it rests a minute.  I notice lots of nutty malt, maybe a little coffee, and a lingering very light licorice.  The real treat is the taste.  Very creamy and smooth on the palate, and lighter than I was expecting.  I will definately enjoy this exceptional brew again."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,5/5,6/10,4/5,7/10,18/20,1199664000,emerica56,"Upon dumping this into a trappist glass it appeared to have a dark redish brown with a ton of yeast particles in it. There is a rather thin tan head that leaves some laceing along the sides of the glass. It has a nice sewwt malty aroma of dark fruits and bitter hops. as i sip on it there is a nice warming flavor of fig and dark fruits that overwelm your mouth, but there is a drying finish to it. overall this is a great beer although i have been drinking this for years i forgot that i have never rated it."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,5/5,8/10,17/20,1199577600,grimreeser,"Pours dark brown with a bit of red and a smallish tan head. Aroma of fruit, caramel, raisins, some alcohol comes through. Very nice palate. Beautiful."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,7/10,5/5,8/10,17/20,1199404800,norsedoc,"Very nice.  I think of it as a cross between the maltiness of the red, with the crispness and alcohol presence of the White.  Little off-white head.  Peach aromas.  Lively, well-balanced with a toffee and plum finish."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,6/10,3/5,8/10,16/20,1199404800,raymondwave,Shared bottle 0.33 l. Deep red with a minimal head. Served a bit too cold. Initial nose has strong metallic tones with a spicy malty background. Lot of salty liqourice on flavor with some fruitiness and a bit of sweet alcohol warmth. Pretty nicely rounded and balanced. Nice mouthfilling smooth carb. Will have to re-evaluate this with a full bottle and see if the metallic nose is still there.
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,7/10,4/5,8/10,17/20,1199404800,redgold07,"Aroma is flowery and of sweet malt.  Pours a dark-ruby brown color into the glass.  Flavor is of sweet caramel, fruit, and of alcohol.  Very tasty and enjoyable.		1 pt. 9.4 oz. bottle."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,3/5,7/10,4/5,8/10,18/20,1199318400,mullet2007,"Pours a deep brown with hints of ruby red, with a nice thick long lasting off white head.  Aroma is pretty much all citrusy hops and some spices, with a bit of a malty backbone.  Flavor starts out reasonably sweet and smooth with hints of orange, dark berries and caramel malts.  Finish is spices, but not spicy, I cant quite nail it down, but its dry and nice.  Carbonation is nice, and its really smooth in the mouth, not so much creamy, but very nice."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,9/10,4/5,8/10,18/20,1199318400,jetboy,"This was nearly the perfect beer.  Great pour, nice head that remains through the entire experience, reminding you why you picked this beverage.  Full flavors that hint of berries and spices.  Nice kick that reminds you that you must imbibe intelligently or you may be calling yellow cab.  However, it took me longer to drink this beer than any other as I wanted the experience to last forever."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,8/10,4/5,7/10,17/20,1199318400,johnadam2002,"New Years brew. Grand Reserve 2000. Poured dark red almost brown with a fluffy off white head. Aroma of plums, raisins, and a hint of alcohol. Very smooth velvet fruit texture with some a hint of alcohol in the finish. Very drinkable."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,9/10,4/5,8/10,17/20,1199232000,ba2008,"Pours a very deep dark brown. Almost black. Smells of belgian yeast. Strong alcohol aroma. Maybe a hint of clove. Full taste. Almost rum like. Pruney. Dates. Sweet, dark fruit taste. Toasty. Very very good. One of the best beers ive tasted in this style."
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,12,9,Belgian Strong Ale,4/5,9/10,3/5,8/10,17/20,1199145600,bethmatt0421,"UPDATED: JAN 3, 2008 Pours in color very much like pomegranate juice. Rocky, froth head that stays well. Alcohol, grapes, wet wood, malts come through in the nose to. Flavor is alcohol sweet up front and a light, pleasant fruity sweetness in the finish. Much lighter than I was expecting on the palate which, to me, is a great surprise. So many of these overwhelm with an alcohol  bitterness. Its a great beer. No hiding or covering anything up here. Just damn good stuff."
